,Comments,Quality,Difficulty,Dates,TeacherID
744,"This man is a genious.  Attend every class and go to his office hours.  He will make you love macro, and you will want him to teach you again.  Sadly, he has to split his teaching time between us and the graduate students  :(",5.0,1.0,"Jan 29th, 2005",455801
745,I rate the workload as hard not because there is difficulty in the material that he is assigning. His class is hard because he is so disorganized. He goes on long tangents in class and it rarely has anything to do with the material. Uncomfortable to be around.,1.0,4.0,"Nov 10th, 2017",620277
746,"awesome, interesting professor",5.0,1.0,"Aug 22nd, 2010",620277
747,Cool guy. NOT a good prof.,2.5,1.0,"Aug 31st, 2008",620277
748,"Last reviewer is sadly generous with their comments. This is worse than imagined. Guy stumbles over simple sentences during lecture like he was doing pratfalls down a set of fake stairs. Sad thing is, its not funny. It happens so often its just not funny. Find a good Ta because Prof will bore you to tears with his confusion and simplemindedness.",1.0,4.0,"Nov 6th, 2006",620277
749,"He defies belief. How is this guy teaching here? Wind rushes through his head, he has zero capacity to say what's on the screen. Take class if you dont' care about movies and want a grade. Don't take if you care about film. Guaranteed that he will destroy your interest in film watching, film making, film going. Class is a terrible waste of time.",3.5,1.0,"Sep 14th, 2006",620277
750,"He taught a class on silent film at NYU, which resulted in my hating silent films.  In recent years, I discovered that there are many great silent films, but for some reason, Musser didn't include them in his class.  Now I appreciate silent films, no thanks to Charles Musser.  Maybe he's a better professor now.  I hope so, for Yale's sake.",1.5,3.0,"Jul 21st, 2005",620277
751,Great Course--Prof. is very knowledgeable about early cinema.  He even looks like Orson Welles!  He da Bomb!,5.0,2.0,"May 15th, 2005",620277
752,Friendly.,4.0,2.0,"Sep 17th, 2017",2280856
753,He is an adorable many who is so passionate about Byzantine studies,4.5,3.0,"Jun 21st, 2011",1127129
754,Don't leave Yale without having taken Nemerov's course.,5.0,3.0,"Aug 14th, 2010",1011301
755,Love him!,4.5,1.0,"Jan 8th, 2013",547534
756,"Great teacher. I had him both semesters for intro french, and he really made sure we learned it and had fun. Get in his section! It's worth it.",5.0,3.0,"Dec 9th, 2009",547534
757,"very very good teacher! make sure u preregister early -- u must take his section if u want to take french. the class is entertaining and if u keep up w/ lectures and hw, u will do fine",5.0,3.0,"Mar 20th, 2007",547534
758,"Ngame has a good, understandable accent, which is important in a class conducted entirely in French. I didn't have him in section, but in the weekly video portion of the class, he was fairly good at making himself understood.",4.0,3.0,"Jan 15th, 2007",547534
759,"Choleric and eccentric. Raised in Philadelphia but insisted on speaking with a German (Austrian) accent. Brutal and insulting inside the classroom and out. He got moved over to management of the language lab eventually, since this required less interaction.",1.0,4.0,"May 20th, 2021",822463
760,"A very difficult, dishonest person in classroom or office. ",1.5,4.0,"Aug 31st, 2015",822463
761,SUPER LONG ****,1.0,1.0,"May 18th, 2007",822463
762,"Prof North is profound, talented, thoughtful and disturbingly delightful! Creative yet disciplined, North guided me through a surreal journey of self investigation which I only just began. Thanks to him, roses!!",5.0,4.0,"Feb 3rd, 2017",2031905
763,Mr. North is good at discovering students' advantages and gives relatively good grades. I took his summer course at YSS and in the end many students wanted to prolong the course. ,5.0,2.0,"Aug 5th, 2015",2031905
764,Very Nice,5.0,1.0,"Nov 30th, 2011",1616468
765,great and passionate professor,5.0,5.0,"Jun 13th, 2017",1088610
766,"Long overdue rating of Sharon. She was informative, entertaining and I actually learned things. What a concept",4.0,3.0,"Apr 7th, 2015",1088610
767,"Sharon is one of the pillars of SOM. Brilliant, thoughtful, considerate during class sessions. I wish her replies to emails were more than one word answers. But in person she's helpful. In class she's dynamic, witty and clear.",3.5,4.0,"Dec 29th, 2013",1088610
768,"She's very nice, interesting discussions.",5.0,4.0,"Apr 15th, 2012",949779
769,She's AWESOME!,5.0,3.0,"Apr 15th, 2012",949779
770,No Comments,1.0,4.0,"Jan 19th, 2007",949779
771,"I would categorize Norm as a nice teacher but someone who gives a LOT of homework. He can definitely see whether if you put effort into your artworks and will see through your BS even if he does not expose you. Overall a very good teacher and even though I wouldn't take his class again, I learnt a lot from him.",4.0,5.0,"Jan 11th, 2020",693874
772,"I would categorize Norm as a nice teacher but someone who gives a LOT of homework. He can definitely see whether if you put effort into your artworks and will see through your BS even if he does not expose you. Overall a very good teacher and even though I wouldn't take his class again, I learnt a lot from him.",,,,693874
773,"Phenomenal professor! If you have an opportunity to take a course with Prof Parr, do it.",4.0,4.0,"Feb 18th, 2015",640259
774,I really liked Dr. Parr :),4.0,2.0,"Dec 11th, 2011",640259
775,He is secretly Ricky Gervais. There is no other explanation! He is super cool. I guess if you aren't into sarcasm you wouldn't understand his humor...,5.0,2.0,"Mar 26th, 2010",640259
776,"Boo, he was sort of funny for the prelab lectures, but then in lab would mock you if you asked for help.",3.0,5.0,"Apr 2nd, 2008",640259
777,No Comments,3.5,4.0,"Aug 3rd, 2006",640259
778,Simply an awesome studio critic.,4.5,4.0,"Mar 25th, 2012",1691109
779,"Her knowledge is not very broad, I would say she has somewhat retrograde and insular ideas about architecture and this shows in her teaching. Tends to speak badly about her senior colleagues to other students, this is not professional. Avoid.",1.0,2.0,"Mar 19th, 2016",135134
780,EXCELLENT,5.0,3.0,"Jan 25th, 2006",135134
781,No Comments,1.5,3.0,"May 24th, 2004",135134
782,overrated.  how does she contribute to the school's history/theory team?  aalto?,2.0,3.0,"Mar 1st, 2003",135134
783,"understanding, helpful",4.5,2.0,"Feb 18th, 2003",135134
784,Linda is an amazing professor and person. She goes above and beyond for her students. I agree that her tests are tough but fair. If you put in the effort it is pretty easy to get honors in her course. Anybody who says it is easy to fail did not put in effort because she will attempt to drag you to passing whether you want it or not.,4.5,3.0,"Mar 7th, 2016",758314
785,"Linda  doesn't actually seem to care about her students- she only cares about a high NCLEX pass rate. She will make sure she kicks you out of the program if your grades dip even slightly. She is VERY discouraging to her students, works by scare tactics and can be ruthless in her feedback. She has contributed to a great deal of stress and anxiety.",1.0,5.0,"Jun 24th, 2014",758314
786,"Fabulous instructor!!! Very down-to-earth, uses great examples to illustrate her point, tests are tough but fair. She's always available to lend a helping hand and very supportive of her ""GEPN brood""!",5.0,3.0,"Nov 16th, 2005",758314
787,"She keeps you in the dark regardIng grading but in general isn't too tough. The class isn't a ton of work, but she doesn't give all A's either",1.5,3.0,"Mar 31st, 2010",550378
788,How dare you comment on a person's appearance.  SHow some respect!!!!,3.0,3.0,"Aug 4th, 2005",550378
789,No Comments,1.0,4.0,"Jan 8th, 2005",550378
790,"Maria comes across as funny and friendly, but be careful -  she has claws.  She also has a poor ability to communicate her ideas and rambles nonsensically.  Be prepared to repeat her ramblings back at her on her absurd exams.  Maria's classes are a waste of time. Avoid them.",1.0,3.0,"Jan 5th, 2011",514444
791,"While Maria does interesting work and is a nice woman, her communication skills are extremely poor. She will spend huge amounts of time arguing a point without realizing it has nothing to do with the student's question.  More time was spent on miscommunication than on real debate or learning.",2.0,3.0,"Oct 17th, 2010",514444
792,"I loved my classes with her -- she has a way of getting you to think differently about problems that crop up all over the place in Linguistics and psych. If you do the readings and are willing to challenge what you think you know, her classes are no problem and rewarding!",5.0,4.0,"Apr 27th, 2010",514444
793,Maria is awful.  She simply cannot communicate.  Her class is a waste of time.,1.5,3.0,"Jan 31st, 2008",514444
794,Pinango is a nice woman but she is a bad teacher. It is hard to understand what she is talking about. Do not take this course unless you have taken linguistics if you must take it at all. There is no direction in the course so you may struggle a lot. I would not recommend her as a teacher because her classes are usually a waste of time.,1.0,4.0,"Aug 30th, 2005",514444
795,"The course material is awesome but Pinango doesn't do much to help you learn it.  She summarizes the course readings, which can be very long and very bad at times but absolutely amazing at others.  She once spent an entire lecture discussing how a scientific model is falsified and never made a point",1.5,4.0,"Nov 29th, 2004",514444
796,"Dr. Pincus is enthusiastic and brilliant.  He is also a workaholic and expects his students to be as well. I highly recommend taking his class. He will make you a better student.  He will challenge you intellectually on a daily basis.  I recommend you do not take him in a heavy workload term, make sure your other classes are a lighter load.",4.0,4.0,"Dec 17th, 2013",1866832
797,"One of the best professors I've ever had. Clear, deeply explained, focused - brilliant. Do not miss!",4.5,4.0,"May 22nd, 2016",1455828
798,Watched his online yale series. He has such a clear way of explaining concepts and saved me in my game theory class. Wow. ,5.0,2.0,"Dec 6th, 2015",1455828
799,One of the best lecturers I've seen. Amazing. ,5.0,2.0,"Dec 15th, 2014",1455828
800,The lectures were the best of the sort in the field of the game theory studies,4.5,1.0,"Jan 11th, 2014",1455828
801,"Great course. Difficult at times, especially for those that don't enjoy calculus.",4.5,3.0,"Apr 24th, 2013",1455828
802,"I watched the Game Theory course online from Italy. It cleared all my doubts about backward induction, mixed strategies, Cournot and Stackelberg. Definitely, after the exam I will watch the whole course. Thanks a lot!",5.0,4.0,"Dec 13th, 2011",1455828
